word,count,language
awesome,186,PHP
flexible,51,Python
clean-up,122,Shell
0604|success,15,Ruby
fun,131,Java
swift,34,C
easy,149,C++
convenience,35,C
adjustable,14,C++
free,97,Ruby
useful,102,JavaScript
streamlined,109,PHP
accessible,32,JavaScript
work-ver-3,21,JavaScript
fancy,182,PHP
rectification,66,JavaScript
appropriate,47,JavaScript
work-in-progress,225,JavaScript
works,148,C#
balanced,69,JavaScript
enchant.js,29,JavaScript
chanserv/quiet,25,C
neat,38,Java
excel,12,C
refinement,27,C
useful,103,Ruby
revive,27,Java
complementary,18,C++
beautiful,24,C
dedicated,24,C
free,54,Shell
positive,15,C++
top,69,C#
consistently,105,JavaScript
significant,90,Ruby
protection,19,Ruby
successfully,28,Shell
nicer,62,C#
thank,117,Python
benefits,32,JavaScript
sexy,136,JavaScript
excellent,13,Java
supports,207,Java
ease,50,PHP
simpler,139,Shell
enough,33,C#
rich,61,PHP
beautify,109,Java
thank,27,C
great,67,C++
convenience,79,Ruby
gracefully,36,C
sane,22,Java
stronger,56,Java
beautiful,65,Java
simplifying,96,Shell
holy,109,C++
selective,22,Java
clean-up,117,C#
personalized,102,Ruby
agile,50,Ruby
enough,49,Python
decent,36,Ruby
restructure,192,Shell
compatible,131,Java
favor,15,Python
victory,65,JavaScript
great,47,C
holy,159,Java
classic,11,Shell
important,165,Ruby
colorful,15,Ruby
free,33,C#
colorful-home,11,C++
enhance,473,C++
soft,98,JavaScript
affinity,11,C
bless,15,Python
strong,93,JavaScript
smooth,66,Ruby
oasis,11,Java
celebrate,15,Python
advanced,103,C
praise,13,JavaScript
restructuring,56,Objective-C
clarity,62,Ruby
led,44,JavaScript
unity,18,C
easier,88,C++
left/right,35,JavaScript
work-in-progress,35,PHP
warm,14,JavaScript
unity-lens-applications,59,Shell
unity-lens-files,48,Shell
unity-lens-music,66,Shell
thank-you,64,JavaScript
fast-isel,66,C++
relaxed,13,C#
clearer,259,Python
sensible,21,C
restored,231,C#
renewed,28,Python
embolden,12,Ruby
função,20,Shell
responsive,11,Objective-C
feat($q,28,JavaScript
whoa,26,PHP
font-awesome,117,JavaScript
complement,27,JavaScript
clever,14,Ruby
cleared,97,Objective-C
feat(tabs,31,JavaScript
effectively,11,Java
portable,25,Python
reconcile,36,JavaScript
guarantee,27,JavaScript
optimistic,15,Java
lucky,11,Ruby
protocol/unreal,29,C
friendly,110,JavaScript
gold,26,PHP
super,138,C
fun,89,C++
successful,78,PHP
realistic,11,Java
lighter,53,PHP
right-align,11,JavaScript
sweet,30,C++
clears,49,Ruby
safely,21,C++
award,31,JavaScript
enchant,42,C++
cleared,108,C#
skill,49,PHP
renewed,32,Java
ease,18,C++
stylized,97,Ruby
classic,35,C
achievements,20,Python
impress,35,JavaScript
perfect,57,Ruby
solid,49,Python
amazing,12,C#
premier,78,Python
fancy,29,C#
bloom,16,C#
rectification,22,C++
decent,50,Python
re-worked,49,Java
safe,32,C#
clearly,41,Python
precise,21,C
personalized,138,JavaScript
balanced,41,Ruby
feat(android,12,Objective-C
holy,82,C
pep-8,29,JavaScript
friendly,64,PHP
cleanly,12,C
lead,36,Ruby
secure,13,C++
refreshing,65,Ruby
top-bar,15,JavaScript
refreshed,26,C#
achievement,74,Java
transparent,222,Java
elegant,13,JavaScript
ftw,11,JavaScript
smoother,189,JavaScript
recovery,68,PHP
welcome,54,C#
fluent,58,PHP
well,100,Shell
enhancement,48,C
modern,24,PHP
safely,72,Python
enlightenment,22,C
hooray,51,Python
supported,31,C#
sane,36,Ruby
logical,87,JavaScript
speedy,31,C
transparent,71,Ruby
re-work,30,PHP
enough,93,JavaScript
awesome,184,Shell
assure,25,Java
stability,55,C
modern,43,Ruby
cool,68,Objective-C
assure,40,Python
sensible,55,Python
consistently,106,PHP
meaningful,121,JavaScript
improvement,76,Shell
well,65,Objective-C
clarity,24,Java
approve,18,Java
advanced,92,Objective-C
qualify,23,Python
fast,73,C#
recommended,47,JavaScript
workable,41,Python
001-led,15,Python
unity,30,Python
stability,59,PHP
fine-tune,23,Python
impress.js,35,JavaScript
adaptive,76,JavaScript
enough,66,Ruby
compatible,107,Python
colorful,30,JavaScript
workable,13,Ruby
welcome,64,C++
confidence,14,JavaScript
compact,59,C++
hero,53,C++
safe,88,PHP
respect,31,C#
agile,32,JavaScript
fine-tuning,21,Python
tidy-up,14,C++
robust,43,Python
leverage,28,PHP
consistent,136,C++
supporter,12,Java
improving,330,Objective-C
accurate,19,C++
fix/improve,21,JavaScript
mono.debugging.soft,19,C#
flexibility,19,JavaScript
boost::optional,12,C++
charm,24,Java
refreshed,140,Python
won't,53,Java
sane,72,JavaScript
stylized,36,Java
dedicated,46,Java
fine-tuned,42,Java
stabilize,45,PHP
victory,158,C
popular,67,Ruby
important,65,Objective-C
polished,72,C#
master:added,12,Java
feat($resource,46,JavaScript
enough,20,Shell
cleaner,77,C#
supports,84,C#
satisfy,67,JavaScript
polished,38,Shell
snappy,46,C
refinement,26,Shell
simpler,71,C#
fast-export,32,C
enjoy,14,Java
tops,28,Ruby
streamlined,35,Shell
glow,20,C++
holy,81,PHP
awesomeness,17,Python
supporting,73,Objective-C
whoa,38,Python
reliable,17,Java
fortune,21,Ruby
supports,99,PHP
positive,36,JavaScript
reform,15,C++
cleared,154,C
relaxed,76,JavaScript
beautiful,116,JavaScript
won't,28,Ruby
achievements,11,C#
succeeded,16,Python
fresh,43,Objective-C
winner,24,Python
achievement,26,Ruby
simpler,175,PHP
silent,33,C++
refreshing,31,Objective-C
honor,119,JavaScript
win,79,Ruby
freed,13,C++
fairly,18,C++
rectify,17,Python
rectify,27,C
awesome,38,C#
recovery,108,Java
respect,66,Shell
helping,20,Java
awesomeness,44,JavaScript
beauty,22,Ruby
re-work,61,JavaScript
enhance,89,Objective-C
straighten,21,JavaScript
bonus,49,Ruby
quicker,22,Python
excel,88,Python
smarter,136,Java
rectifying,11,Python
shiny,13,C++
ideal,15,PHP
smart,104,PHP
hooray,11,Objective-C
mono.debugger.soft,82,C#
nicer,161,Shell
strong,19,C++
secure,23,Objective-C
soft,72,C++
unbound,25,Ruby
capability,26,JavaScript
achievement,26,C++
stability,49,Python
supported,168,Python
sublime,22,C++
modern,16,Python
fairly,31,Ruby
winning,37,Ruby
in-progress,61,Java
feature/soft-delete,104,PHP
lighter,14,C++
flexible,54,Java
ws-trust,24,Java
bloom,27,JavaScript
função,23,Python
complement,49,Java
lighter,36,Java
função,42,JavaScript
balanced,36,C++
savings,12,C++
gracefully,50,PHP
unity,198,Shell
arm-fast-isel,64,C++
reconcile,61,C++
graceful,73,Ruby
honor,88,C++
reasonable,27,Python
brighter,32,JavaScript
favorite,59,PHP
js-beautify,19,JavaScript
quicker,14,Java
streamlined,44,C#
excel,125,Ruby
feat(angular.js,12,JavaScript
smoother,49,C++
amazing,24,Python
advantage,29,PHP
heal,18,JavaScript
smart,151,Java
woo,87,Python
capability,37,C++
responsive,15,C#
efficient,37,Java
simplest,40,Python
refinement,113,JavaScript
pretty-print,29,JavaScript
gtk-sharp,11,C
classic,69,JavaScript
stabilize,49,JavaScript
smooth,133,C++
feat(kabam,11,JavaScript
gems,17,Shell
consistently,104,C
boom,21,Objective-C
gem,14,C#
compatible,19,Shell
sexy,41,Python
unbound,18,JavaScript
strong,18,Python
grand,31,PHP
rapport,25,Shell
graceful,43,PHP
handy,20,Java
distinction,14,Java
fluent,72,C#
boost,87,JavaScript
hopeful,16,Ruby
boost::spirit,82,C++
beautiful,24,C++
funções,16,C
optimal,28,Python
secure,17,Shell
simplifies,43,PHP
optimal,27,JavaScript
success,144,Python
função,56,PHP
significant,31,C#
re-work,58,C
pure-ftpd,21,C
personalized,37,Shell
victory,19,C++
strong,55,PHP
better-looking,12,JavaScript
successful,38,C#
valor,14,Java
thank,83,PHP
shiny,19,PHP
distinguished,11,Java
thinner,16,Ruby
sane,60,Shell
freed,39,C
transparent,105,PHP
fair,25,JavaScript
revolutionary,45,C++
outstanding,21,JavaScript
intelligent,22,Java
super,50,Shell
nicely,20,Ruby
shiny,32,Python
decent,33,Java
prefer,36,Objective-C
fav,68,Ruby
eloquent,33,PHP
silent,55,Java
win/msi,11,JavaScript
friendly,17,C++
tidy-up,33,Python
happy,131,Ruby
faster,73,Objective-C
thrift,46,Ruby
meaningful,24,Python
consistently,55,Java
approve.js,27,JavaScript
supporting,95,C++
feat(rest,33,Java
amazing,58,JavaScript
fast,48,Objective-C
auto-refresh,30,JavaScript
re-work,41,Python
simplifying,47,Objective-C
gracefully,30,Objective-C
backbone.js,20,PHP
left/right,19,Java
pure,88,Python
leads,11,PHP
glad,20,Python
fine-tune,18,C++
smoother,19,Objective-C
gold,59,C
hero,15,C
pure,33,PHP
promise.js,21,JavaScript
sweet,14,Objective-C
available,81,Ruby
view-merch(classic,62,JavaScript
premier,58,Ruby
feat($sce,51,JavaScript
prompt,25,Objective-C
hopeful,55,JavaScript
fancy,133,C
won't,11,C#
fine-tuning,29,Java
incredibly,17,JavaScript
convenience,91,Python
classic-ui,20,C
fav,17,Objective-C
advanced,28,Shell
win,29,PHP
supports,83,C++
lean,130,C
significant,32,Shell
lean,41,JavaScript
optimal,22,Java
pure,28,Shell
helpful,31,PHP
recommended,48,PHP
feat(engine,20,Java
fluent,33,Java
treasure,25,Java
happy,29,C#
keen,14,Ruby
redeem,16,JavaScript
beauty,52,PHP
dynamic,64,Shell
thrift,28,Python
ease,32,Python
reasonably,12,Java
perfect,17,Objective-C
personalized,15,Java
enrichment,12,Python
harmonize,28,C
welcome,77,Objective-C
thinner,46,JavaScript
virtio-win,14,C
human-readable,14,JavaScript
concise,14,Ruby
fluent,48,JavaScript
shiny,32,Ruby
win,138,Python
succeeded,26,Java
gain,46,C++
simplest,35,Java
feat(linky,16,JavaScript
win,104,C#
graceful,75,Python
stability,29,C#
fine-tuning,68,JavaScript
smile,16,Java
victory,30,Python
stability,68,JavaScript
pep,32,C
fond,27,JavaScript
relaxed,41,C++
smoother,70,Java
cool,145,PHP
confidence,23,Python
fresh,30,C#
refreshing,15,C++
reasonable,13,Java
compact,53,C
fair,19,Python
enhancement,44,C#
unity,30,Objective-C
sched/fair,20,C
smoother,19,Ruby
bonus,11,Objective-C
improves,115,C#
clean-ups,19,C++
simpler,51,Objective-C
recover,34,Shell
safe,86,C++
incredibly,15,Python
clearer,33,Objective-C
progressive,40,JavaScript
stronger,15,C++
won't,18,Shell
reconcile,41,C
prize,12,PHP
hero,63,Java
qualify,43,C++
pure,56,C++
helpful,70,Ruby
cure,15,Ruby
relaxed,36,C
sexy,64,Java
efficient,23,Python
agile,19,Shell
convenient,24,Shell
enjoy,15,Shell
awards,20,Ruby
sweeping,53,JavaScript
successfully,108,PHP
sweeping,17,Ruby
passion,12,Shell
ease,46,Ruby
gem,17,C
proves,11,Ruby
beautify,146,Ruby
hot,63,C
helping,17,Python
work-in-progress,43,C++
polished,79,C
miracle,12,Java
qualify,19,JavaScript
eager,42,JavaScript
ease,48,JavaScript
fairly,53,Java
stable/0.1,101,C#
stabilize,22,Ruby
well,78,C#
feat(ngdocs,88,JavaScript
hot,28,Shell
like,50,Objective-C
balanced,35,Python
stabilize,42,C
simplifies,143,Ruby
nifty,34,Ruby
classic,29,C++
approval,41,Java
stability,52,C++
qualified,39,Ruby
precise,25,Python
enhanced,116,Objective-C
smoother,41,PHP
lighter,17,C
função,32,Java
nice,46,Objective-C
contribution,36,Java
smoother,28,C
purify,16,JavaScript
safely,23,JavaScript
awesome,97,C++
clearly,57,JavaScript
approval,41,Ruby
resilient,37,Python
clean-ups,12,JavaScript
ideal,15,C++
compatible,39,Objective-C
favorite,78,Java
helpful,28,Java
pkgs/top-level/release-haskell.nix,24,Shell
balanced,15,C#
quicker,13,PHP
recommend,22,Shell
workable,18,C
clearer,13,C#
hopeful,16,C
speedy,59,C++
reliable,15,C
feat(typeahead,27,JavaScript
work-in-progress,27,C
recovery.fstab,23,C++
friendly,12,C
pep'n,15,Python
boom,31,C
award,17,PHP
fine-tune,25,Java
work-around,30,PHP
leads,21,JavaScript
fancier,19,Shell
compact,53,PHP
awesomeness,15,C++
solid,29,C
enrich,30,Java
handy,35,Ruby
selective,15,C#
unity-lens-video,69,Shell
virtuous,12,C
satisfy,32,Python
classic,21,Python
achievement,28,JavaScript
x11-wm/enlightenment,51,C
clarity,41,Shell
tidy-up,33,JavaScript
trust,22,Python
cool,61,Shell
proves,12,JavaScript
backbone.sync,12,JavaScript
silent,38,PHP
logical,28,C++
smoother,25,C#
x11-themes/zukitwo-brave,19,Shell
meaningful,19,Ruby
successfully,54,C#
clever,35,JavaScript
usable,34,Python
reform,25,Python
compact,89,Python
classic,40,Java
magical,12,JavaScript
likes,84,PHP
finer,13,Shell
passion,11,JavaScript
favor,46,JavaScript
rich,72,Python
sweet,24,PHP
effective,14,Java
glorious,15,Java
premier,31,Shell
welcome,47,Shell
intelligent,48,JavaScript
available,11,C++
padding-top,18,JavaScript
welcome,80,C
neat,41,JavaScript
brighten,21,JavaScript
realistic,14,Ruby
helped,16,Java
personalized,27,Python
enhancement:added,18,PHP
hot-fix,11,Java
relief,19,Ruby
delicious,30,PHP
unbound,13,Python
feat,40,Shell
fun,41,Shell
feat,15,C#
feat(accordion,12,JavaScript
flatter,11,JavaScript
funções,11,Java
enrich,20,Ruby
sweet,70,Ruby
feat(directive,32,JavaScript
mobile-friendly,20,JavaScript
harmony,21,JavaScript
complemented,13,JavaScript
supported,173,Ruby
beautiful,57,Ruby
contribution,95,JavaScript
recovery.fstab,14,Shell
fun,50,C#
triumph.mk,15,C++
tl.enchant.js,14,JavaScript
boom,131,Python
tough,14,JavaScript
reclaim,18,Java
empathy-roster-model,14,C
case-sensitive,11,C++
encourage,26,JavaScript
re-work,70,C++
calm,14,JavaScript
selective,21,Python
portable,26,C++
in-progress,36,Ruby
fortune,15,Java
winning,22,Python
feat(config,41,JavaScript
fine-tuning,22,Ruby
hooray,17,PHP
right-click,13,JavaScript
pure,68,Java
interesting,16,C
guarantee,37,Java
personalized,27,PHP
sublime,28,C
re-work,38,Java
magic,25,Shell
refinement,39,C++
feat($location,52,JavaScript
rectify,27,JavaScript
colorful,11,PHP
accurate,35,JavaScript
flexible,52,C++
readable,24,Ruby
recommendation,27,JavaScript
winner,33,Java
usable,25,Java
feat(modal,22,JavaScript
feat(pagination,21,JavaScript
feat(rating,11,JavaScript
contribution,18,PHP
solid,34,Java
feat(scope,21,JavaScript
winning,15,C#
clears,12,Python
boom,75,PHP
kudos,21,JavaScript
easy,118,Ruby
master.xmlfiles,19,Java
breeze,22,Shell
lovely,16,Ruby
fine-tuned,15,C
handy,46,JavaScript
superior,21,Java
love,11,C++
fine-tuned,23,Ruby
sweet,21,C
fortune,15,Shell
selective,21,C
silent,52,Ruby
fancier,60,JavaScript
enhancement,69,Shell
thrift-1615,16,C++
refreshing,21,C
useful,52,Shell
easy,61,Shell
gems,17,C++
won't,18,PHP
modest,13,PHP
bright,18,JavaScript
super-droplets,27,C++
impressive,11,JavaScript
renewed,15,C++
remedy,16,JavaScript
função,17,C
adaptive,58,PHP
dynamic,143,Objective-C
enchant,17,JavaScript
win/lose,14,JavaScript
like/dislike,11,JavaScript
revive,20,Ruby
modest,13,JavaScript
useful,62,C
recommendation,33,Java
thank,16,Shell
magical,23,Java
margin-top,34,JavaScript
guidance,13,C
encourage,43,Ruby
refund,19,JavaScript
ease,53,Java
refreshed,23,Objective-C
reconcile,21,Ruby
selective,21,Ruby
x-ua-compatible,14,JavaScript
protect,51,Shell
friendly,61,Python
unity-webapps,12,Shell
stronger,12,C#
enjoy,25,JavaScript
unity-scopes,12,Shell
pep,29,C++
stabilize,37,C++
rectification,27,C#
leads,20,Ruby
commitment,20,JavaScript
helpful,88,JavaScript
unity-scope-video-remote,27,Shell
grand,14,C
satisfying,29,JavaScript
selective,32,JavaScript
soft,15,Shell
handy,44,Python
safely,13,PHP
gem.lock,17,Ruby
adjustable,20,C
boost,85,Java
clears,12,C++
guarantee,27,C
master-github,34,Ruby
backbone.js,33,Ruby
richer,16,Java
unity-2d,19,Shell
b=master,107,Ruby
in-accurate,36,Java
likes,14,Objective-C
refund,28,Ruby
rational,47,C++
trust,20,PHP
stronger,26,Ruby
like/unlike,13,Ruby
supports,24,Shell
defeat,11,JavaScript
clearly,17,C
bravo,16,PHP
clarity,16,C++
refund,17,PHP
swift,21,JavaScript
privilege,27,Java
grand,26,Java
smart.json,23,JavaScript
consistent,40,Objective-C
encourage,17,Python
balanced,13,C
smile,13,Ruby
passion,94,C
perfect,17,Shell
award,29,Ruby
reform,14,Java
glowing,12,JavaScript
satisfied,11,Ruby
swift,44,Java
bonuses,15,Ruby
work-ver,16,JavaScript
appropriate,15,C
love,51,Java
unity-core,11,Shell
enhances,11,C++
clears,35,PHP
woo,51,C
compact,11,Shell
popular,24,Python
rectification,18,Ruby
magic,26,Objective-C
backbone,44,Java
rapid,17,Java
synaptics-led,17,Shell
boom,17,Shell
happier,15,JavaScript
solid,35,Ruby
gain,24,JavaScript
gain,28,C
brighter,15,Java
protection,53,JavaScript
glow,18,C
font-awesome,14,Python
sweet,27,Python
complement,22,Python
hooray,32,Ruby
revive,33,C
excel,45,C++
enhancement,57,Objective-C
outstanding,11,Python
revive,11,PHP
sane,32,C
quicker,41,JavaScript
bonus,55,C++
refreshing,27,C#
classic,26,Ruby
winner,42,JavaScript
dev-master,39,PHP
hopeful,27,Java
hero-unit,24,JavaScript
intelligent,21,Python
usable,19,Ruby
enjoy,78,Python
kudos,18,Ruby
reformed,19,C++
unbound,11,PHP
accurate,14,Java
eagerly,22,Java
modest,13,Java
contribution,30,Python
pep,16,Java
stability,22,Objective-C
won't,58,JavaScript
master.py,23,Python
protection,37,Python
enough,27,C++
patient,13,Objective-C
boost,36,PHP
feat(tooltip,29,JavaScript
reputation,11,Ruby
2.3-stable,12,Ruby
gracefully,11,Shell
sweet,15,Shell
reconcile,32,Shell
logical,21,C
cute,31,JavaScript
harmonize,29,Python
dedicated,24,Python
harmonize,33,Java
victory,11,C#
win,14,Objective-C
easier,51,Shell
enough,22,PHP
work-in-progress,33,C#
reclaim,26,C
soft,72,PHP
robust,51,Java
variety,17,Java
beautify,53,Shell
quiet,50,PHP
softer,22,JavaScript
straightforward,21,Python
comprehensive,15,Python
convenient,26,Java
bash/prompt,20,Shell
secure,31,C
succeed,14,Ruby
accurate,13,Ruby
favour,12,Ruby
solid,12,Objective-C
welcome#index,12,Ruby
fine-grained,12,JavaScript
qualify,26,Java
convenience,22,PHP
feat(rest,20,JavaScript
unity-scope-gdocs,12,Shell
convenient,13,C
win/lose,16,Java
favor,13,PHP
quicker,16,Ruby
classy,19,Java
convenient,23,JavaScript
cleanly,13,Java
breeze,51,Java
user-friendly,12,Java
reward,46,JavaScript
interests,16,Ruby
rational,17,Java
readable,20,Java
cleaner,83,Objective-C
bonus,35,Python
love,21,C
revive,26,C++
quicker,16,C++
rapid,38,JavaScript
top,27,Shell
lean,17,Python
re-integrated,17,JavaScript
rich-text-content,13,PHP
qualified,12,Python
manifest-refresh,21,Ruby
honor,18,Objective-C
lead,45,Python
auto-refresh,11,PHP
achievements,74,PHP
golden,19,PHP
responsive,25,Shell
gaining,25,Ruby
progressive,16,Python
decent,18,PHP
work-ver-2,30,JavaScript
helpful,21,C
recommend,88,PHP
shiny,15,Shell
core/achievement,15,C++
formidable,16,JavaScript
concise,13,C
in-progress,24,Python
exonerate,18,Ruby
supports,77,Objective-C
grand,23,Ruby
safely,19,Java
achievements,11,Objective-C
comfy,12,Ruby
valor,19,Ruby
stylish,31,Python
steady,13,JavaScript
hopeful,13,PHP
fine-tuning,12,Shell
reform,17,PHP
led-control,23,C
elan,35,Python
selective,12,PHP
beauty,27,Python
balanced,12,PHP
feat(ngmock,14,JavaScript
robust,30,Ruby
leading,41,JavaScript
leverage,21,Ruby
inspiration,28,JavaScript
defeat,11,Java
heroic,12,C++
helping,21,JavaScript
work-ver-web,24,JavaScript
polished,63,Objective-C
graceful,16,Shell
positive,22,Java
likes,23,Python
recommendations,24,Java
nice&gently,33,Shell
simplify/trigsimp_groebner,15,Python
recommendation,19,Ruby
efficient,23,C
awsome,13,Java
compatible,12,C#
funções,23,PHP
improves,54,Shell
variety,29,JavaScript
cleanly,22,JavaScript
win,32,Shell
simplest,11,PHP
swift,30,Ruby
fine-tune,17,C
capability,12,PHP
recommend,28,C
modern,24,Java
logical,50,Python
transparent,36,C
unlimited,17,Java
trust,35,Ruby
swift,13,Shell
snappy,11,JavaScript
fairly,44,JavaScript
concise,20,Python
adjustable,38,JavaScript
pardon,11,JavaScript
premier,22,C#
perfectly,19,JavaScript
função,25,C++
lighter,12,Objective-C
core/reputation,21,C++
hot,47,C#
bloom,28,Java
handy,40,Shell
warm,15,Python
glow,31,JavaScript
vibrant,12,PHP
healthy,13,JavaScript
realistic,13,C
win-specific,26,C++
re-worked,14,C#
neat,28,PHP
trusted,14,JavaScript
gold,39,Python
contribution,17,C++
strong,34,C#
protection,11,Objective-C
complemented,17,Java
rectifying,23,JavaScript
fans,16,Ruby
bonus,15,C#
logical,13,Shell
helpful,12,C++
appropriate,17,Java
feat(timepicker,16,JavaScript
oasis,11,JavaScript
guarantee,12,Python
feat(app,15,JavaScript
font-awesome,20,PHP
fond,13,Java
fine-tuned,22,PHP
straightforward,17,Java
feat(landing,11,JavaScript
precise,12,PHP
attraction,16,Java
helpful,14,Shell
recommend,13,Objective-C
beautify,28,Objective-C
safely,15,Shell
softer,11,Python
feat(ngparse,15,JavaScript
compliant,24,C++
comprehensive,20,JavaScript
feat($httpbackend,18,JavaScript
feat(auth,30,JavaScript
satisfy,30,C++
empathy,17,C
unity-firefox-extension,15,Shell
dawn-ui,47,Java
prompt,30,C#
improved(minor,28,PHP
unity-lens-photos,38,Shell
beauty,14,C
relief,18,JavaScript
clever,14,PHP
led,12,Shell
unlimited,20,PHP
feat(build,11,Java
work-around,22,C++
supported,31,Shell
harmonize,29,PHP
golden,23,C
best,21,Objective-C
excellent,18,JavaScript
sane,28,C++
stylized,29,Python
work-around,33,Python
bash-prompt,21,JavaScript
accomplished,17,C++
like,27,Shell
capability,15,Java
feat(request,20,Python
achievement,35,PHP
thank,15,C++
stylish,14,PHP
effective,27,Python
lighter,11,Shell
brighter,12,Ruby
reasonable,11,C++
ideal,26,Ruby
matrix-support,12,C
stronger,40,Python
support/yamlparser,30,C++
fix/improve,12,Python
holy,13,Objective-C
qualified,18,C++
dedicated,24,Ruby
gold,32,Objective-C
magic,15,C#
reputation,13,JavaScript
git-clean,27,C
lean,15,Java
contribution,27,Ruby
hot,27,Objective-C
trophy,12,Ruby
calm,12,C++
nicely,23,Python
safely,21,C
sensible,51,JavaScript
quieter,20,Python
rich,12,C#
workable,18,C++
complement,14,C
great,42,C#
robust,17,PHP
integral,19,C++
heal,12,C++
re-worked,13,C++
in-progress,60,JavaScript
delicious,16,Java
pretty-print,31,Python
proving,19,JavaScript
optimistic,26,Ruby
recommended,19,Ruby
effectively,13,C++
pepping,13,Python
golden,13,C++
finer,20,JavaScript
improvement][closes,20,C#
backbone,12,Shell
enhances,14,Python
helping,19,PHP
clearly,41,Ruby
reasonably,17,JavaScript
satisfies,14,PHP
satisfy,12,C
intelligent,12,PHP
clean/build,11,Java
decent,25,C++
winner,26,Ruby
straighten,18,PHP
satisfy,21,Java
helped,11,JavaScript
innovation,11,Ruby
eagerly,12,C#
recommended,23,Java
leading,12,C++
beautify,19,C#
finer,22,Java
convenient,12,Python
integral,16,Python
hot-fix,16,PHP
feat,16,C
awesomeness,19,Ruby
re-work,29,Ruby
precise,18,Java
added/improved,15,PHP
nifty,11,Python
easy,22,C#
sharp,16,Python
feat(tree,13,PHP
fairly,18,C
helping,24,Ruby
sparkle,34,Objective-C
dawn-common,16,Java
creative,25,Python
ngrinder-70]improve,12,Java
portable,18,JavaScript
exciting,14,JavaScript
feat(ngclass,13,JavaScript
honor,21,C#
fail-fast,11,Java
happy,16,Objective-C
honoring,16,Python
decent,12,C
nifty,18,JavaScript
efficient,21,C++
stabilize,23,Shell
usable,26,PHP
survival,11,C
approval,15,Python
embolden,13,JavaScript
mobile-friendly,13,Ruby
rubmat-2.1.7.gem,24,Ruby
feat(nginclude,35,JavaScript
clearly,11,C++
gst-plugins-good,12,Shell
heal,11,C
reform,44,JavaScript
fine-tuning,14,C
straighten,14,C
margin-top,13,PHP
unity-asset-pool,16,Shell
freed,22,JavaScript
ngrinder-97]improvement,12,Java
flashy,15,JavaScript
clears,16,C
renewed,59,JavaScript
cute,19,Java
wonder,14,JavaScript
won't,17,C
handy,15,C
glorious,15,JavaScript
reconcile,20,Python
intelligent,15,Ruby
função,15,Ruby
easier,37,Objective-C
case-sensitive,12,PHP
pleasing,17,Java
db/achievements,12,C++
lean,13,PHP
minimum-stability,12,PHP
multi-hot-corner,13,C
feat(compile,19,JavaScript
protection,15,C
hilarious,11,JavaScript
optimistic,13,JavaScript
appropriate,32,Ruby
project/assets/scenes/messy/first.unity,12,C#
gem,17,C++
re-integrated,17,Java
treasure,13,C++
tidy-ups,22,Java
tidy-up,21,Java
b4(master,22,Objective-C
compact,13,C#
winner,14,C++
reform,17,Ruby
strong,16,C
sublime,21,Java
backbone.model,11,JavaScript
consistent,44,Shell
reforming,13,Java
unbeatable,14,Ruby
e3/dummy/worker.py:restructure,20,Python
reliable,18,C++
top-level,19,JavaScript
autonomous,40,Java
readable,16,Python
improved/fixed,13,C
smarter,20,Objective-C
amazing,21,Ruby
finer,12,Ruby
top-level,19,Java
sublime-text3,12,C
prompt,33,C++
promise,19,Java
facilitate,14,Java
adjustable,13,Ruby
feat(catalogo,15,JavaScript
delicious,32,JavaScript
adjustable,14,Java
optimal,25,C++
delicious,15,Ruby
awesomeness,35,PHP
succes,20,Java
nifty-controls,24,Java
authentic,12,C
sensible,14,C++
core/talents,14,C++
fine-tuning,11,C++
satisfy,23,PHP
ftw,12,C
const-correct,22,C++
useful,11,C#
feat(http,20,JavaScript
mc/classic,27,C
sweeping,16,Python
adaptive,19,Ruby
outstanding,12,PHP
patient,18,C#
dedicated,24,PHP
favorite,13,Python
graceful,18,C
bonus,19,C
appropriate,16,C++
rapport,13,C#
finer,15,Python
better-looking,12,Python
skill,24,Python
woo,15,Shell
thrift,27,C++
greatest,15,JavaScript
backbone.marionette,18,JavaScript
hooray,41,C
vibrant,11,C
honor,14,Shell
reasonably,11,Python
warm,20,Java
eagerly,16,Ruby
swift,30,PHP
opt-queue-master,19,Java
coherence,11,Java
hopeful,11,C++
sensible,18,PHP
ease,11,Shell
warm,18,Ruby
transparent,11,Shell
comprehensive,14,Java
pretty-print,11,Ruby
commitment,11,Ruby
champ,19,PHP
convenient,11,Ruby
effective,23,Ruby
succeeded,13,C
renewed,12,Shell
victory,11,Ruby
reward,11,C++
cute,18,C++
stylish,18,Java
feat(minerr,13,JavaScript
precise,19,Ruby
thrift,13,C
lovely,13,C#
enhance...enhance...enhance,82,JavaScript
shiny,16,C
sensitive,13,Python
top-image,17,PHP
tender,12,Ruby
logical,23,Ruby
mac-audio-support,26,C++
pull-right,12,JavaScript
funções,14,JavaScript
dynamic-wind,15,C
fun����o,13,Java
champ,19,JavaScript
flexible,19,Objective-C
workable,11,PHP
successful,18,Shell
harmonize,34,C++
rectify,11,PHP
feat(numerics,13,C++
feat(battleview,13,JavaScript
interface-top,17,JavaScript
breakthrough,12,JavaScript
encourage,26,PHP
assure,16,PHP
js-backbone,14,JavaScript
progressive,13,PHP
reconcile,11,PHP
_docs/ready,18,JavaScript
rational,18,C
feat(input,29,JavaScript
simplest,14,C++
leading,13,Java
gold,19,C#
aver,35,JavaScript
add/improve,11,JavaScript
harmonize,30,Ruby
de-master,16,JavaScript
